protein_id,design_idx,tier,arm,seq_len,nod_pp_hotspot_coverage,burden_all,burden_tier2,wt_hotspot_coverage,nod_hotspot_coverage,d3_hotspot_coverage,delta_hotspot_coverage,nod_n_hotspot_positions,d3_n_hotspot_positions,delta_n_hotspot_positions,nod_mean_hotspot,d3_mean_hotspot,delta_mean_hotspot,nod_max_hotspot,d3_max_hotspot,delta_max_hotspot,nod_global_risk,d3_global_risk,delta_global_risk,nod_n_strong_binders,d3_n_strong_binders,delta_n_strong_binders,nod_strong_per_100aa,d3_strong_per_100aa,delta_strong_per_100aa,nod_mean_best_rank,d3_mean_best_rank,delta_mean_best_rank,nod_scTM,d3_scTM,delta_scTM,nod_pLDDT,d3_pLDDT,delta_pLDDT,nod_bb_RMSD,d3_bb_RMSD,delta_bb_RMSD,nod_recovery,d3_recovery,delta_recovery
4ZIE_A,3,1,t060,147,0.36904761904761907,low_or_equal,not_tier2,0.4013605442176871,0.3673469387755102,0.36054421768707484,-0.006802721088435382,54.0,53.0,-1.0,1.5173263549804688,2.629546880722046,1.1122205257415771,10.533273696899414,12.88167953491211,2.3484058380126953,-5.2096405029296875,-1.243302345275879,3.9663381576538086,18.0,51.0,33.0,12.244897959183673,34.69387755102041,22.448979591836732,0.358,0.044,-0.314,0.75054,0.62439,-0.12614999999999998,76.15478299379983,73.36907488986783,-2.785708103931995,2.84,2.04,-0.7999999999999998,0.4557823129251701,0.42857142857142855,-0.027210884353741527
4ZIE_A,4,1,t060,147,0.36904761904761907,low_or_equal,not_tier2,0.4013605442176871,0.35374149659863946,0.40816326530612246,0.054421768707483,52.0,60.0,8.0,-2.8502140045166016,1.8786945343017578,4.728908538818359,4.656647205352783,13.522314071655273,8.86566686630249,-0.8831725120544434,-1.9412002563476562,-1.058027744293213,15.0,15.0,0.0,10.204081632653061,10.204081632653061,0.0,0.572,0.5199999999999999,-0.052000000000000046,0.63253,0.63041,-0.0021200000000000108,65.16543382997371,59.48276867030965,-5.6826651596640545,2.13,2.05,-0.08000000000000007,0.48299319727891155,0.3469387755102041,-0.13605442176870747
4ZIE_A,5,1,t060,147,0.36904761904761907,low_or_equal,not_tier2,0.4013605442176871,0.3469387755102041,0.48299319727891155,0.13605442176870747,51.0,71.0,20.0,2.484893560409546,4.193680763244629,1.708787202835083,11.169893264770508,14.963653564453125,3.793760299682617,-4.591444969177246,0.1284198760986328,4.719864845275879,9.0,30.0,21.0,6.122448979591836,20.408163265306122,14.285714285714285,0.624,0.21200000000000002,-0.412,0.64573,0.72731,0.08157999999999999,64.5272743362832,74.6105102954342,10.083235959150997,2.34,2.98,0.6400000000000001,0.4217687074829932,0.46938775510204084,0.047619047619047616
4ZIE_A,6,1,t060,147,0.36904761904761907,low_or_equal,not_tier2,0.4013605442176871,0.46258503401360546,0.3469387755102041,-0.11564625850340138,68.0,51.0,-17.0,2.7137601375579834,1.5952446460723877,-1.1185154914855957,12.08143138885498,8.246296882629395,-3.835134506225586,-3.16422176361084,-7.668423652648926,-4.504201889038086,33.0,14.0,-19.0,22.448979591836736,9.523809523809524,-12.925170068027212,0.242,0.308,0.066,0.62269,0.75434,0.13165000000000004,65.96199472759227,76.08227802690584,10.12028329931357,2.0,2.74,0.7400000000000002,0.4897959183673469,0.4489795918367347,-0.040816326530612235
4ZIE_A,7,1,t060,147,0.36904761904761907,low_or_equal,not_tier2,0.4013605442176871,0.36054421768707484,0.4421768707482993,0.08163265306122447,53.0,65.0,12.0,1.4270445108413696,2.2969956398010254,0.8699511289596558,7.727046012878418,11.757142066955566,4.030096054077148,-8.09441089630127,-0.2557711601257324,7.838639736175537,25.0,54.0,29.0,17.006802721088434,36.734693877551024,19.72789115646259,0.27599999999999997,0.042,-0.23399999999999996,0.6498,0.6159,-0.03390000000000004,67.92035230352303,58.479505395683454,-9.440846907839578,2.3,2.26,-0.040000000000000036,0.4013605442176871,0.36054421768707484,-0.040816326530612235
1UOU_A,0,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.3607305936073059,0.2602739726027397,-0.1004566210045662,158.0,114.0,-44.0,1.0963633060455322,1.5010385513305664,0.4046752452850342,10.32358169555664,13.246237754821777,2.9226560592651367,-6.692663669586182,-3.7828822135925293,2.9097814559936523,32.0,43.0,11.0,7.30593607305936,9.817351598173515,2.5114155251141543,0.4699999999999999,0.20600000000000002,-0.2639999999999999,0.96138,0.95232,-0.009059999999999957,91.84775623268698,93.44695220360025,1.5991959709132715,1.56,1.75,0.18999999999999995,0.636986301369863,0.6301369863013698,-0.006849315068493178
1UOU_A,1,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.3059360730593607,0.3333333333333333,0.0273972602739726,134.0,146.0,12.0,0.5863932371139526,1.3457252979278564,0.7593320608139038,6.243663787841797,13.041217803955078,6.797554016113281,-10.813373565673828,-4.169989585876465,6.643383979797363,56.0,34.0,-22.0,12.785388127853881,7.76255707762557,-5.022831050228311,0.264,0.712,0.44799999999999995,0.97047,0.94821,-0.022260000000000058,92.50743486352357,91.56696867321867,-0.9404661903049032,1.36,1.86,0.5,0.6529680365296804,0.6415525114155252,-0.011415525114155223
1UOU_A,2,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.23972602739726026,0.20776255707762556,-0.0319634703196347,105.0,91.0,-14.0,0.789055347442627,0.4948466122150421,-0.29420873522758484,6.409526824951172,4.339178085327148,-2.0703487396240234,-10.39369010925293,-12.084710121154785,-1.6910200119018555,34.0,54.0,20.0,7.76255707762557,12.32876712328767,4.566210045662101,0.376,0.152,-0.224,0.95942,0.96571,0.006289999999999907,92.0445482388974,92.75125539790253,0.7067071590051199,1.69,1.48,-0.20999999999999996,0.6689497716894978,0.6461187214611872,-0.022831050228310557
1UOU_A,3,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.3036529680365297,0.2808219178082192,-0.0228310502283105,133.0,123.0,-10.0,0.5536748170852661,1.0786972045898438,0.5250223875045776,2.7268009185791016,8.856847763061523,6.130046844482422,-12.927577018737793,-8.20892333984375,4.718653678894043,15.0,41.0,26.0,3.4246575342465753,9.360730593607306,5.93607305936073,1.21,0.194,-1.016,0.9381,0.95382,0.015719999999999956,92.15770755885998,93.16701917130489,1.009311612444904,2.0,1.74,-0.26,0.636986301369863,0.6484018264840182,0.011415525114155223
1UOU_A,4,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.363013698630137,0.2831050228310502,-0.07990867579908678,159.0,124.0,-35.0,0.644895076751709,1.2692793607711792,0.6243842840194702,4.79403018951416,10.276683807373047,5.482653617858887,-11.908258438110352,-6.585911750793457,5.3223466873168945,15.0,58.0,43.0,3.4246575342465753,13.24200913242009,9.817351598173515,0.496,0.43200000000000005,-0.06399999999999995,0.95386,0.9482,-0.005659999999999998,92.27097084367246,91.69581868640148,-0.5751521572709777,1.72,1.91,0.18999999999999995,0.636986301369863,0.632420091324201,-0.004566210045662045
1UOU_A,5,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.24429223744292236,0.3150684931506849,0.07077625570776255,107.0,138.0,31.0,0.5916718244552612,1.202932596206665,0.6112607717514038,8.2466402053833,9.930182456970215,1.683542251586914,-8.868075370788574,-7.185902118682861,1.682173252105713,33.0,27.0,-6.0,7.534246575342466,6.164383561643835,-1.3698630136986303,0.514,0.5780000000000001,0.06400000000000006,0.96599,0.95008,-0.01590999999999998,91.70074451652765,91.51636561818748,-0.18437889834017085,1.47,1.87,0.40000000000000013,0.6506849315068494,0.6506849315068494,0.0
1UOU_A,6,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.4520547945205479,0.271689497716895,-0.18036529680365293,198.0,119.0,-79.0,1.9024286270141602,1.4997403621673584,-0.40268826484680176,10.990184783935547,11.282979965209961,0.29279518127441406,-6.063181400299072,-5.641860008239746,0.42132139205932617,70.0,54.0,-16.0,15.981735159817351,12.32876712328767,-3.65296803652968,0.434,0.13799999999999998,-0.29600000000000004,0.9682,0.96366,-0.0045399999999999885,91.41885477433222,92.52162769230769,1.1027729179754715,1.42,1.6,0.18000000000000016,0.6164383561643836,0.6415525114155252,0.02511415525114158
1UOU_A,7,1,t060,438,0.3242009132420091,low_or_equal,not_tier2,0.2968036529680365,0.3242009132420091,0.3949771689497717,0.07077625570776258,142.0,173.0,31.0,0.9778037667274475,1.630360722541809,0.6525569558143616,7.500921249389648,11.333209991455078,3.8322887420654297,-9.639244079589844,-5.400670051574707,4.238574028015137,39.0,64.0,25.0,8.904109589041095,14.61187214611872,5.707762557077626,0.42400000000000004,0.37,-0.05400000000000005,0.96776,0.93964,-0.028119999999999923,91.8223760842627,91.11309932556713,-0.709276758695566,1.43,2.06,0.6300000000000001,0.6712328767123288,0.6575342465753424,-0.013698630136986356
5HGJ_A,0,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.3247422680412371,0.34536082474226804,0.02061855670103091,63.0,67.0,4.0,2.525245189666748,1.9479517936706543,-0.5772933959960938,18.922866821289062,13.164628982543945,-5.758237838745117,-0.0010237693786621094,-5.488238334655762,-5.4872145652771,40.0,28.0,-12.0,20.618556701030926,14.432989690721648,-6.185567010309278,0.344,0.29599999999999993,-0.04800000000000004,0.97335,0.98043,0.007079999999999975,87.13368593955322,87.21376762928139,0.08008168972817487,1.04,0.78,-0.26,0.6494845360824743,0.6443298969072165,-0.005154639175257714
5HGJ_A,1,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.4587628865979381,0.4948453608247423,0.03608247422680416,89.0,96.0,7.0,3.0070838928222656,3.7949044704437256,0.78782057762146,17.352771759033203,17.97157096862793,0.6187992095947266,1.0796818733215332,0.8718447685241699,-0.20783710479736328,93.0,80.0,-13.0,47.93814432989691,41.23711340206185,-6.701030927835056,0.012,0.094,0.082,0.97102,0.97199,0.0009700000000000264,89.20517739816032,87.38298537234043,-1.8221920258198878,0.77,1.29,0.52,0.654639175257732,0.6391752577319587,-0.015463917525773252
5HGJ_A,2,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.4020618556701031,0.4742268041237113,0.07216494845360821,78.0,92.0,14.0,2.7778396606445312,1.4903336763381958,-1.2875059843063354,12.955598831176758,12.835439682006836,-0.12015914916992188,-1.8265886306762695,-4.539422035217285,-2.7128334045410156,81.0,37.0,-44.0,41.75257731958763,19.072164948453608,-22.68041237113402,0.033999999999999996,0.492,0.458,0.96707,0.9699,0.002829999999999999,88.46019450033535,88.51270033670033,0.05250583636498618,1.5,1.18,-0.32000000000000006,0.5927835051546392,0.634020618556701,0.04123711340206182
5HGJ_A,3,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.41237113402061853,0.4793814432989691,0.06701030927835055,80.0,93.0,13.0,2.4143998622894287,2.956437826156616,0.5420379638671875,17.2750301361084,14.193519592285156,-3.081510543823242,-1.8683691024780273,-1.7551379203796387,0.11323118209838867,51.0,3.0,-48.0,26.288659793814436,1.5463917525773196,-24.742268041237114,0.578,1.754,1.1760000000000002,0.97948,0.98317,0.003689999999999971,88.31380300065231,87.64046435578808,-0.6733386448642307,0.84,0.76,-0.07999999999999996,0.6237113402061856,0.6185567010309279,-0.005154639175257714
5HGJ_A,4,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.4845360824742268,0.5,0.015463917525773196,94.0,97.0,3.0,3.2848687171936035,0.2830125689506531,-3.0018561482429504,16.81106185913086,7.171317100524902,-9.639744758605957,-2.08206844329834,-5.498218536376953,-3.4161500930786133,34.0,53.0,19.0,17.525773195876287,27.31958762886598,9.793814432989691,0.434,0.194,-0.24,0.98284,0.98401,0.0011700000000000044,88.09878504672898,88.88057961359094,0.7817945668619615,0.72,0.71,-0.010000000000000009,0.6443298969072165,0.5979381443298969,-0.046391752577319645
5HGJ_A,5,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.42783505154639173,0.4896907216494845,0.061855670103092786,83.0,95.0,12.0,3.6687939167022705,2.421837329864502,-1.2469565868377686,19.070144653320312,13.592842102050781,-5.477302551269531,0.13596582412719727,-0.43227624893188477,-0.568242073059082,111.0,84.0,-27.0,57.21649484536082,43.29896907216495,-13.91752577319587,0.06799999999999999,0.06000000000000001,-0.00799999999999998,0.98481,0.96542,-0.01939000000000002,88.76849869451696,86.51539072847683,-2.253107966040133,0.69,1.28,0.5900000000000001,0.6752577319587629,0.6185567010309279,-0.05670103092783507
5HGJ_A,6,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.36597938144329895,0.4742268041237113,0.10824742268041238,71.0,92.0,21.0,2.488744020462036,3.896975517272949,1.408231496810913,18.210098266601562,19.38157081604004,1.1714725494384766,-0.8355422019958496,1.1675620079040527,2.0031042098999023,26.0,92.0,66.0,13.402061855670103,47.42268041237113,34.020618556701024,0.826,0.052000000000000005,-0.7739999999999999,0.98318,0.97196,-0.011220000000000008,88.56372445616348,87.58777851458886,-0.9759459415746221,0.74,0.94,0.19999999999999996,0.6288659793814433,0.6494845360824743,0.020618556701030966
5HGJ_A,7,1,t060,194,0.42010309278350516,high,not_tier2,0.23195876288659795,0.4845360824742268,0.4639175257731959,-0.02061855670103091,94.0,90.0,-4.0,3.120199203491211,2.47143292427063,-0.648766279220581,14.709209442138672,14.576181411743164,-0.1330280303955078,0.2478489875793457,0.3628964424133301,0.11504745483398438,56.0,93.0,37.0,28.865979381443296,47.93814432989691,19.07216494845361,0.146,0.012,-0.13399999999999998,0.97679,0.98449,0.007699999999999929,89.00699865410498,88.42109498680739,-0.5859036672975861,0.89,0.7,-0.19000000000000006,0.6237113402061856,0.6288659793814433,0.005154639175257714
6DNB_A,0,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.45012165450121655,0.45742092457420924,0.007299270072992692,185.0,188.0,3.0,2.1621339321136475,2.4073870182037354,0.2452530860900879,15.069619178771973,18.067115783691406,2.9974966049194336,-0.8200898170471191,1.3738441467285156,2.1939339637756348,80.0,64.0,-16.0,19.464720194647203,15.571776155717762,-3.892944038929441,0.21799999999999997,0.198,-0.019999999999999962,0.9674,0.96753,0.00012999999999996348,83.21592933947773,87.71838788620373,4.502458546726004,1.56,1.59,0.030000000000000027,0.6423357664233577,0.6788321167883211,0.03649635036496346
6DNB_A,1,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.45985401459854014,0.3333333333333333,-0.12652068126520682,189.0,137.0,-52.0,2.4566447734832764,2.237459182739258,-0.21918559074401855,14.761312484741211,17.20853614807129,2.447223663330078,-1.6277518272399902,0.18420696258544922,1.8119587898254395,44.0,52.0,8.0,10.70559610705596,12.652068126520682,1.9464720194647214,0.22800000000000004,0.3,0.07199999999999995,0.96481,0.9678,0.002990000000000048,88.05397348951912,86.689252820982,-1.3647206685371174,1.67,1.47,-0.19999999999999996,0.6642335766423357,0.6545012165450121,-0.009732360097323589
6DNB_A,2,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.48175182481751827,0.44038929440389296,-0.04136253041362531,198.0,181.0,-17.0,1.6905733346939087,1.505230188369751,-0.18534314632415771,14.135297775268555,6.90114688873291,-7.2341508865356445,-0.6498022079467773,-9.220390319824219,-8.570588111877441,74.0,40.0,-34.0,18.004866180048662,9.732360097323602,-8.27250608272506,0.192,0.27999999999999997,0.08799999999999997,0.96333,0.9675,0.004170000000000007,86.83824732824428,87.21765885256015,0.37941152431587,1.79,1.62,-0.16999999999999993,0.6472019464720195,0.6447688564476886,-0.0024330900243308973
6DNB_A,3,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.3844282238442822,0.26763990267639903,-0.11678832116788318,158.0,110.0,-48.0,1.913175344467163,1.089262843132019,-0.823912501335144,16.20138168334961,12.163806915283203,-4.037574768066406,-0.4465503692626953,-4.419795989990234,-3.973245620727539,43.0,66.0,23.0,10.46228710462287,16.05839416058394,5.59610705596107,0.27,0.22400000000000003,-0.045999999999999985,0.9671,0.96519,-0.0019099999999999673,85.8649569760295,87.52403325123153,1.6590762752020254,1.63,1.71,0.08000000000000007,0.6666666666666666,0.635036496350365,-0.031630170316301665
6DNB_A,4,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.41605839416058393,0.39416058394160586,-0.021897810218978075,171.0,162.0,-9.0,1.9026466608047485,2.555814743041992,0.6531680822372437,15.4260835647583,14.20265007019043,-1.223433494567871,-1.446455955505371,-2.0708093643188477,-0.6243534088134766,61.0,71.0,10.0,14.841849148418493,17.27493917274939,2.433090024330898,0.22399999999999998,0.24,0.016000000000000014,0.95983,0.95401,-0.005819999999999936,85.75264705882353,78.93059261557555,-6.822054443247978,1.72,1.84,0.1200000000000001,0.6496350364963503,0.6642335766423357,0.014598540145985384
6DNB_A,5,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.45012165450121655,0.31386861313868614,-0.1362530413625304,185.0,129.0,-56.0,1.5627267360687256,2.007974147796631,0.4452474117279053,15.313831329345703,16.100374221801758,0.7865428924560547,-1.2689285278320312,-0.4943380355834961,0.7745904922485352,46.0,73.0,27.0,11.19221411192214,17.761557177615572,6.569343065693431,0.304,0.26,-0.043999999999999984,0.9683,0.96549,-0.00281000000000009,88.50929616941762,87.89124344338168,-0.6180527260359412,1.67,1.72,0.050000000000000044,0.6690997566909975,0.6885644768856448,0.01946472019464729
6DNB_A,6,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.41849148418491483,0.41849148418491483,0.0,172.0,172.0,0.0,2.184351682662964,3.1733558177948,0.9890041351318359,18.061941146850586,18.18320655822754,0.12126541137695312,1.9149446487426758,1.3574104309082031,-0.5575342178344727,58.0,103.0,45.0,14.111922141119221,25.060827250608277,10.948905109489056,0.348,0.138,-0.20999999999999996,0.96845,0.96473,-0.0037200000000000566,88.32848698315468,86.72274772036475,-1.6057392627899247,1.67,1.66,-0.010000000000000009,0.6788321167883211,0.6715328467153284,-0.007299270072992692
6DNB_A,7,1,t060,411,0.4300486618004866,high,not_tier2,0.1192214111922141,0.3795620437956204,0.40389294403892945,0.024330900243309028,156.0,166.0,10.0,2.414733409881592,2.2582080364227295,-0.1565253734588623,17.12876319885254,17.8104305267334,0.6816673278808594,0.5075569152832031,1.5286064147949219,1.0210494995117188,47.0,66.0,19.0,11.435523114355231,16.05839416058394,4.62287104622871,0.27,0.174,-0.09600000000000003,0.96836,0.96861,0.00024999999999997247,88.59646341463416,88.01929160305343,-0.5771718115807261,1.7,1.57,-0.1299999999999999,0.681265206812652,0.6496350364963503,-0.031630170316301665
6TN1_AAA,0,1,t060,497,0.4210261569416499,high,not_tier2,0.22535211267605634,0.4386317907444668,0.323943661971831,-0.11468812877263579,218.0,161.0,-57.0,1.978471040725708,0.9058072566986084,-1.0726637840270996,15.265713691711426,8.219962120056152,-7.045751571655273,-1.2556657791137695,-8.527639389038086,-7.271973609924316,84.0,55.0,-29.0,16.901408450704224,11.066398390342053,-5.835010060362171,0.10600000000000001,0.32799999999999996,0.22199999999999995,0.98563,0.98083,-0.0048000000000000265,89.3595300990602,88.85112099644128,-0.5084091026189128,0.99,1.29,0.30000000000000004,0.670020120724346,0.670020120724346,0.0
6TN1_AAA,1,1,t060,497,0.4210261569416499,high,not_tier2,0.22535211267605634,0.48893360160965793,0.46680080482897385,-0.022132796780684083,243.0,232.0,-11.0,2.109478235244751,1.5290298461914062,-0.5804483890533447,19.63373565673828,12.77316665649414,-6.860569000244141,3.2396631240844727,-3.6229567527770996,-6.862619876861572,142.0,87.0,-55.0,28.57142857142857,17.50503018108652,-11.066398390342048,0.0,0.188,0.188,0.98366,0.98232,-0.0013400000000000079,89.83191662430097,88.47670805879372,-1.3552085655072545,1.1,1.14,0.039999999999999813,0.676056338028169,0.6599597585513078,-0.01609657947686116
